choice,otherchoice,id,payoff,round,pa,pb,econ
1,1,18,0,78,0,0,0
1,1,18,0,79,0,0,0
1,1,18,1,80,0,1,0
1,1,18,0,81,0,0,0
1,1,18,0,82,0,0,0
1,1,18,1,83,0,1,0
1,1,18,1,84,0,1,0
1,1,18,0,85,0,0,0
1,1,18,0,86,0,0,0
1,1,18,0,87,0,0,0
1,1,18,0,88,0,0,0
1,1,18,0,89,0,0,0
1,0,18,0,90,0,0,0
1,1,18,0,91,0,0,0
1,1,18,0,92,0,0,0
1,1,18,1,93,0,1,0
1,1,18,0,94,0,0,0
1,0,18,0,95,0,0,0
1,1,18,1,96,0,1,0
1,0,18,0,97,0,0,0
1,1,18,0,98,0,0,0
1,1,18,0,99,0,0,0
1,1,18,0,100,0,0,0
0,1,19,0,1,0,0,0
1,0,19,0,2,0,0,0
0,1,19,0,3,0,0,0
0,0,19,0,4,0,0,0
0,0,19,1,5,1,0,0
1,1,19,0,6,0,0,0
1,1,19,0,7,0,0,0
1,1,19,1,8,0,1,0
0,1,19,0,9,0,0,0
0,1,19,1,10,1,0,0
0,1,19,0,11,0,0,0
1,1,19,0,12,0,0,0
0,1,19,0,13,0,0,0
1,1,19,1,14,0,1,0
1,1,19,0,15,0,0,0
0,1,19,0,16,0,0,0
1,0,19,0,17,0,0,0
0,1,19,0,18,0,0,0
0,1,19,0,19,0,0,0
1,0,19,1,20,0,1,0
0,0,19,0,21,0,1,0
0,0,19,0,22,0,1,0
0,1,19,0,23,0,0,0
1,1,19,0,24,0,0,0
1,1,19,0,25,0,0,0
0,1,19,0,26,0,0,0
0,0,19,0,27,0,0,0
1,1,19,0,28,0,0,0
1,1,19,0,29,0,0,0
0,1,19,0,30,0,0,0
1,1,19,0,31,0,0,0
1,1,19,0,32,0,0,0
1,0,19,0,33,1,0,0
0,1,19,0,34,0,0,0
1,1,19,0,35,0,0,0
0,1,19,0,36,0,0,0
0,1,19,0,37,0,0,0
1,1,19,0,38,0,0,0
0,1,19,0,39,0,1,0
0,1,19,0,40,0,1,0
1,1,19,0,41,0,0,0
0,1,19,0,42,0,0,0
0,1,19,0,43,0,0,0
0,1,19,0,44,0,0,0
1,1,19,0,45,0,0,0
0,1,19,0,46,0,0,0
1,1,19,0,47,0,0,0
1,1,19,0,48,0,0,0
1,1,19,0,49,0,0,0
1,1,19,0,50,0,0,0
1,1,19,0,51,0,0,0
0,1,19,0,52,0,0,0
0,1,19,0,53,0,0,0
0,1,19,0,54,0,0,0
0,1,19,0,55,0,0,0
0,1,19,0,56,0,0,0
0,1,19,0,57,0,0,0
1,1,19,1,58,0,1,0
1,1,19,0,59,0,0,0
0,1,19,0,60,0,0,0
0,1,19,0,61,0,0,0
0,1,19,0,62,0,1,0
0,1,19,0,63,0,0,0
0,1,19,0,64,0,0,0
1,1,19,0,65,0,0,0
1,1,19,0,66,0,0,0
1,1,19,0,67,0,0,0
0,1,19,0,68,0,0,0
0,1,19,0,69,0,1,0
1,1,19,0,70,0,0,0
1,1,19,0,71,0,0,0
1,1,19,0,72,0,0,0
0,1,19,0,73,0,0,0
0,1,19,0,74,0,0,0
0,1,19,0,75,0,0,0
0,1,19,0,76,0,0,0
0,1,19,0,77,0,0,0
1,1,19,0,78,0,0,0
1,1,19,0,79,0,0,0
0,1,19,0,80,0,1,0
1,1,19,0,81,0,0,0
1,1,19,0,82,0,0,0
0,0,19,0,83,0,0,0
0,1,19,0,84,0,0,0
1,1,19,0,85,0,0,0
0,1,19,0,86,0,0,0
0,0,19,0,87,0,1,0
0,1,19,0,88,0,1,0
1,1,19,1,89,0,1,0
1,1,19,0,90,0,0,0
0,1,19,0,91,0,0,0
0,1,19,0,92,0,0,0
1,1,19,1,93,0,1,0
1,1,19,1,94,0,1,0
0,1,19,0,95,0,0,0
1,1,19,0,96,0,0,0
0,1,19,0,97,0,0,0
0,1,19,0,98,0,0,0
1,1,19,0,99,0,0,0
1,1,19,0,100,0,0,0
0,0,20,0,1,0,1,1
0,1,20,0,2,0,0,1
0,1,20,0,3,0,0,1
1,1,20,0,4,0,0,1
0,0,20,0,5,0,0,1
0,1,20,0,6,0,0,1
1,1,20,0,7,0,0,1
1,1,20,0,8,0,0,1
1,1,20,0,9,0,0,1
0,1,20,0,10,0,1,1
1,0,20,0,11,0,0,1
0,1,20,0,12,0,0,1
1,1,20,0,13,0,0,1
0,0,20,0,14,0,1,1
1,1,20,0,15,0,0,1
0,1,20,0,16,0,0,1
0,1,20,0,17,0,1,1
0,1,20,0,18,0,0,1
0,1,20,0,19,0,0,1
0,0,20,0,20,0,1,1
1,1,20,0,21,0,0,1
1,1,20,0,22,0,0,1
1,1,20,0,23,0,0,1
1,1,20,0,24,0,0,1
0,1,20,0,25,0,0,1
0,1,20,0,26,0,0,1
0,0,20,0,27,0,0,1
0,1,20,0,28,0,0,1
0,1,20,0,29,0,0,1
1,1,20,0,30,0,0,1
0,1,20,0,31,0,0,1
1,1,20,0,32,0,0,1
0,1,20,0,33,0,0,1
1,1,20,1,34,0,1,1
1,1,20,0,35,0,0,1
1,1,20,0,36,0,0,1
0,1,20,0,37,0,0,1
0,1,20,0,38,0,1,1
1,1,20,0,39,0,0,1
0,1,20,0,40,0,1,1
1,1,20,0,41,0,0,1
1,1,20,0,42,0,0,1
0,1,20,0,43,0,0,1
0,1,20,0,44,0,0,1
0,1,20,1,45,1,0,1
1,1,20,0,46,1,0,1
0,1,20,0,47,0,0,1
0,1,20,0,48,0,0,1
0,0,20,1,49,1,0,1
1,1,20,0,50,0,0,1
0,1,20,0,51,0,0,1
0,1,20,0,52,0,1,1
1,0,20,0,53,0,0,1
1,0,20,1,54,0,1,1
0,1,20,0,55,0,0,1
1,1,20,0,56,0,0,1
1,0,20,0,57,1,0,1
0,1,20,0,58,0,1,1
1,1,20,0,59,0,0,1
0,1,20,0,60,0,0,1
0,1,20,0,61,0,0,1
0,1,20,0,62,0,0,1
1,0,20,0,63,0,0,1
0,1,20,0,64,0,0,1
1,1,20,0,65,0,0,1
0,0,20,0,66,0,0,1
0,1,20,0,67,0,0,1
1,1,20,0,68,0,0,1
0,0,20,1,69,1,0,1
1,1,20,0,70,0,0,1
0,0,20,1,71,1,0,1
0,1,20,0,72,0,0,1
0,1,20,0,73,0,0,1
1,1,20,1,74,0,1,1
0,1,20,0,75,0,0,1
0,1,20,0,76,0,0,1
1,1,20,0,77,0,0,1
0,1,20,0,78,0,1,1
1,1,20,0,79,0,0,1
0,1,20,0,80,0,0,1
0,1,20,0,81,0,0,1
0,1,20,0,82,0,0,1
0,0,20,0,83,0,0,1
1,1,20,0,84,0,0,1
0,1,20,0,85,0,0,1
1,1,20,0,86,0,0,1
0,0,20,0,87,0,1,1
1,1,20,0,88,0,0,1
0,1,20,0,89,0,0,1
0,1,20,0,90,0,0,1
0,1,20,0,91,0,0,1
1,1,20,0,92,0,0,1
0,1,20,0,93,0,0,1
1,1,20,0,94,0,0,1
0,1,20,0,95,0,0,1
0,1,20,0,96,0,0,1
0,1,20,0,97,0,0,1
0,1,20,0,98,0,0,1
1,1,20,0,99,0,0,1
0,1,20,0,100,0,0,1
